p,media,mediana,mejor,peor,desviacion_estandar
3,32.56141237266288,32.56141237266288,32.56141237266288,32.56141237266288,0.0
5,16.62166718898823,16.62166718898823,16.62166718898823,16.62166718898823,0.0
7,9.639804742129789,9.639804742129789,9.639804742129789,9.639804742129789,0.0
10,3.721808806322683,3.721808806322683,3.721808806322683,3.721808806322683,0.0
