seed,solucion,f1_promedio_ponderado_km,f2_distancia_maxima_km,f3_numero_centros,indices_centros,centros
15,37,14.912392518615436,106.008269,7,"[11, 21, 26, 31, 32, 34, 40]","['González', 'Matamoros', 'Nuevo Laredo', 'Reynosa', 'Río Bravo', 'San Fernando', 'Victoria']"
25,74,15.30487579059461,120.713771,7,"[11, 18, 21, 22, 26, 32, 34]","['González', 'Llera', 'Matamoros', 'Méndez', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
26,45,15.691257980835747,110.47534,7,"[11, 13, 21, 25, 32, 34, 39]","['González', 'Guerrero', 'Matamoros', 'Miquihuana', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
25,34,16.110299345189574,116.83644,7,"[11, 21, 25, 26, 32, 34, 39]","['González', 'Matamoros', 'Miquihuana', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
10,22,16.17602682226984,106.008269,7,"[4, 11, 13, 18, 21, 32, 34]","['Burgos', 'González', 'Guerrero', 'Llera', 'Matamoros', 'Río Bravo', 'San Fernando']"
6,88,16.516703381824914,120.39235,7,"[11, 13, 17, 18, 21, 32, 34]","['González', 'Guerrero', 'Jiménez', 'Llera', 'Matamoros', 'Río Bravo', 'San Fernando']"
13,33,16.569564536622835,106.008269,7,"[11, 13, 18, 21, 29, 32, 34]","['González', 'Guerrero', 'Llera', 'Matamoros', 'Padilla', 'Río Bravo', 'San Fernando']"
21,84,16.620365208695148,106.008269,7,"[11, 13, 21, 29, 32, 34, 42]","['González', 'Guerrero', 'Matamoros', 'Padilla', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
6,72,16.635617321720392,106.008269,7,"[10, 11, 13, 21, 29, 32, 34]","['Gómez Farías', 'González', 'Guerrero', 'Matamoros', 'Padilla', 'Río Bravo', 'San Fernando']"
17,14,16.72594488352365,106.008269,7,"[11, 12, 13, 18, 21, 32, 34]","['González', 'Güémez', 'Guerrero', 'Llera', 'Matamoros', 'Río Bravo', 'San Fernando']"
25,12,16.841070434131,110.47534,7,"[11, 21, 25, 26, 31, 32, 34]","['González', 'Matamoros', 'Miquihuana', 'Nuevo Laredo', 'Reynosa', 'Río Bravo', 'San Fernando']"
0,31,17.069218781235904,103.28924,7,"[6, 11, 21, 26, 32, 34, 40]","['Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Victoria']"
25,77,17.974629514068827,106.008269,7,"[11, 21, 26, 29, 31, 34, 42]","['González', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'Reynosa', 'San Fernando', 'Xicoténcatl']"
3,45,27.043796983190045,99.762503,7,"[4, 6, 11, 21, 26, 32, 40]","['Burgos', 'Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'Victoria']"
0,84,27.11454894244145,99.762503,7,"[4, 11, 14, 21, 26, 32, 40]","['Burgos', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'Victoria']"
2,59,27.235054742855674,99.762503,7,"[4, 11, 14, 21, 26, 34, 40]","['Burgos', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Fernando', 'Victoria']"
9,67,27.334548790071228,99.762503,7,"[4, 6, 11, 26, 32, 34, 40]","['Burgos', 'Camargo', 'González', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Victoria']"
10,80,27.53910441594531,105.720934,7,"[4, 6, 11, 18, 21, 26, 32]","['Burgos', 'Camargo', 'González', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Río Bravo']"
10,83,27.59159308143281,101.132136,7,"[4, 11, 14, 18, 21, 26, 34]","['Burgos', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Fernando']"
8,34,27.985130795785803,91.820321,7,"[11, 14, 18, 21, 26, 29, 34]","['González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando']"
1,84,28.03593146785812,101.65538,7,"[11, 14, 21, 26, 29, 34, 42]","['González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando', 'Xicoténcatl']"
17,79,28.051183580883357,101.65538,7,"[10, 11, 14, 21, 26, 29, 34]","['Gómez Farías', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando']"
2,62,28.084624843001357,91.820321,7,"[6, 11, 18, 26, 29, 32, 34]","['Camargo', 'González', 'Llera', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando']"
1,32,28.120122189460446,99.762503,7,"[11, 14, 21, 26, 29, 34, 40]","['González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando', 'Victoria']"
18,54,28.13542551507367,101.65538,7,"[6, 11, 26, 29, 32, 34, 42]","['Camargo', 'González', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,92,28.141511142686618,93.902475,7,"[11, 12, 14, 18, 21, 26, 34]","['González', 'Güémez', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Fernando']"
6,36,28.150677628098915,101.65538,7,"[6, 10, 11, 26, 29, 32, 34]","['Camargo', 'Gómez Farías', 'González', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando']"
1,78,28.171410526603136,91.820321,7,"[11, 14, 16, 21, 26, 29, 34]","['González', 'Gustavo Díaz Ordaz', 'Jaumave', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando']"
3,68,28.192311814758934,93.902475,7,"[11, 12, 14, 21, 26, 34, 42]","['González', 'Güémez', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Fernando', 'Xicoténcatl']"
18,100,28.196234068296075,99.762503,7,"[11, 14, 21, 26, 33, 34, 40]","['González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Carlos', 'San Fernando', 'Victoria']"
18,39,28.20331002064231,91.820321,7,"[11, 14, 21, 26, 28, 29, 34]","['González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Ocampo', 'Padilla', 'San Fernando']"
12,49,28.20756392778417,93.902475,7,"[10, 11, 12, 14, 21, 26, 34]","['Gómez Farías', 'González', 'Güémez', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Fernando']"
6,62,28.237827255069917,91.820321,7,"[1, 6, 18, 26, 29, 32, 34]","['Aldama', 'Camargo', 'Llera', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando']"
7,70,28.241005189902168,93.902475,7,"[6, 11, 12, 18, 26, 32, 34]","['Camargo', 'González', 'Güémez', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
28,52,28.270904573818694,91.820321,7,"[6, 11, 16, 26, 29, 32, 34]","['Camargo', 'González', 'Jaumave', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando']"
0,73,28.3599322365619,91.820321,7,"[5, 11, 14, 21, 26, 29, 34]","['Bustamante', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando']"
11,7,28.72754902777137,97.088288,7,"[6, 11, 18, 26, 32, 34, 35]","['Camargo', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'San Nicolás']"
11,63,28.857531771971505,95.229076,7,"[1, 6, 18, 26, 32, 34, 35]","['Aldama', 'Camargo', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'San Nicolás']"
29,66,28.888828822884232,99.762503,7,"[6, 11, 19, 26, 32, 34, 40]","['Camargo', 'González', 'Mainero', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Victoria']"
29,75,29.185206308772397,97.088288,7,"[6, 11, 18, 19, 26, 32, 34]","['Camargo', 'González', 'Llera', 'Mainero', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
29,88,29.31518905297253,95.229076,7,"[1, 6, 18, 19, 26, 32, 34]","['Aldama', 'Camargo', 'Llera', 'Mainero', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
7,32,37.38561300686736,92.781591,7,"[4, 6, 7, 11, 18, 26, 32]","['Burgos', 'Camargo', 'Casas', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo']"
3,82,37.57388729480225,92.781591,7,"[4, 6, 7, 11, 16, 26, 32]","['Burgos', 'Camargo', 'Casas', 'González', 'Jaumave', 'Nuevo Laredo', 'Río Bravo']"
14,36,37.821437956022216,93.821499,7,"[0, 4, 11, 14, 16, 21, 26]","['Abasolo', 'Burgos', 'González', 'Gustavo Díaz Ordaz', 'Jaumave', 'Matamoros', 'Nuevo Laredo']"
23,78,38.06933386033935,92.781591,7,"[4, 7, 11, 23, 25, 26, 32]","['Burgos', 'Casas', 'González', 'Mier', 'Miquihuana', 'Nuevo Laredo', 'Río Bravo']"
14,70,38.19153056134445,92.781591,7,"[4, 11, 12, 14, 18, 21, 26]","['Burgos', 'González', 'Güémez', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo']"
5,69,39.24114968378519,89.54682,7,"[7, 11, 14, 18, 21, 26, 35]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Nicolás']"
11,86,39.340643731000746,89.54682,7,"[6, 7, 11, 18, 26, 32, 35]","['Camargo', 'Casas', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Nicolás']"
0,80,39.42942397172008,89.54682,7,"[7, 11, 14, 16, 21, 26, 35]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Jaumave', 'Matamoros', 'Nuevo Laredo', 'San Nicolás']"
9,69,39.490867500161436,89.54682,7,"[7, 11, 14, 21, 26, 35, 38]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Nicolás', 'Tula']"
4,78,39.741626459796336,89.54682,7,"[11, 14, 18, 26, 32, 35, 36]","['González', 'Gustavo Díaz Ordaz', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Nicolás', 'Soto la Marina']"
9,77,39.81219947498599,81.482774,7,"[1, 6, 7, 26, 32, 35, 38]","['Aldama', 'Camargo', 'Casas', 'Nuevo Laredo', 'Río Bravo', 'San Nicolás', 'Tula']"
6,92,40.23834010215809,89.54682,7,"[6, 11, 18, 26, 29, 32, 35]","['Camargo', 'González', 'Llera', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Nicolás']"
7,37,42.360423608022934,89.54682,7,"[6, 11, 17, 18, 26, 32, 33]","['Camargo', 'González', 'Jiménez', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Carlos']"
5,33,42.67191841096076,88.50602,7,"[8, 12, 14, 21, 26, 35, 38]","['Ciudad Madero', 'Güémez', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Nicolás', 'Tula']"
16,82,42.80013302613005,89.54682,7,"[6, 7, 11, 18, 26, 32, 33]","['Camargo', 'Casas', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Carlos']"
18,87,42.827508632726264,91.627469,7,"[1, 14, 17, 21, 26, 28, 33]","['Aldama', 'Gustavo Díaz Ordaz', 'Jiménez', 'Matamoros', 'Nuevo Laredo', 'Ocampo', 'San Carlos']"
28,65,43.06052517262815,89.54682,7,"[6, 7, 11, 26, 30, 32, 33]","['Camargo', 'Casas', 'González', 'Nuevo Laredo', 'Palmillas', 'Río Bravo', 'San Carlos']"
13,77,43.121408206763284,89.54682,7,"[6, 11, 18, 26, 32, 33, 36]","['Camargo', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Carlos', 'Soto la Marina']"
18,42,43.48661583404437,89.54682,7,"[7, 11, 23, 26, 30, 32, 33]","['Casas', 'González', 'Mier', 'Nuevo Laredo', 'Palmillas', 'Río Bravo', 'San Carlos']"
16,78,43.762038646053384,84.571049,7,"[2, 6, 7, 26, 32, 33, 38]","['Altamira', 'Camargo', 'Casas', 'Nuevo Laredo', 'Río Bravo', 'San Carlos', 'Tula']"
18,16,44.1773593024045,85.066614,7,"[1, 12, 14, 26, 28, 32, 33]","['Aldama', 'Güémez', 'Gustavo Díaz Ordaz', 'Nuevo Laredo', 'Ocampo', 'Río Bravo', 'San Carlos']"
21,1,46.046991468188466,83.316397,7,"[1, 12, 23, 26, 35, 38, 39]","['Aldama', 'Güémez', 'Mier', 'Nuevo Laredo', 'San Nicolás', 'Tula', 'Valle Hermoso']"
21,13,46.071400754223816,81.482774,7,"[1, 23, 26, 29, 35, 38, 39]","['Aldama', 'Mier', 'Nuevo Laredo', 'Padilla', 'San Nicolás', 'Tula', 'Valle Hermoso']"
0,32,6.504914034465295,197.327862,8,"[7, 11, 21, 22, 31, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
4,67,7.1392416241513255,197.327862,8,"[0, 11, 21, 22, 31, 32, 34, 39]","['Abasolo', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
0,50,8.66174029708576,146.150389,8,"[6, 7, 11, 21, 22, 32, 34, 39]","['Camargo', 'Casas', 'González', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
0,92,8.905325283932356,129.804564,8,"[7, 11, 21, 22, 24, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Miguel Alemán', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
0,43,9.087830958501987,128.460678,8,"[7, 11, 21, 22, 23, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
2,5,9.220763377775967,128.460678,8,"[7, 11, 13, 21, 22, 32, 34, 39]","['Casas', 'González', 'Guerrero', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
4,61,9.296067886771791,152.051734,8,"[0, 6, 11, 21, 22, 32, 34, 39]","['Abasolo', 'Camargo', 'González', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
4,58,9.55961899127566,146.150389,8,"[6, 11, 21, 22, 29, 32, 34, 39]","['Camargo', 'González', 'Matamoros', 'Méndez', 'Padilla', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
6,61,9.603719722192917,146.150389,8,"[6, 11, 12, 21, 22, 32, 34, 39]","['Camargo', 'González', 'Güémez', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
4,65,9.803203978122255,133.161241,8,"[11, 21, 22, 24, 29, 32, 34, 39]","['González', 'Matamoros', 'Méndez', 'Miguel Alemán', 'Padilla', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
4,49,9.847304709039511,129.804564,8,"[11, 12, 21, 22, 24, 32, 34, 39]","['González', 'Güémez', 'Matamoros', 'Méndez', 'Miguel Alemán', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
6,93,9.985709652691886,133.161241,8,"[11, 21, 22, 23, 29, 32, 34, 39]","['González', 'Matamoros', 'Méndez', 'Mier', 'Padilla', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
0,57,10.029810383609144,125.23272,8,"[11, 12, 21, 22, 23, 32, 34, 39]","['González', 'Güémez', 'Matamoros', 'Méndez', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
8,84,10.154256753525672,125.23272,8,"[11, 12, 21, 23, 31, 32, 34, 39]","['González', 'Güémez', 'Matamoros', 'Mier', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
2,54,10.16274280288312,125.23272,8,"[11, 12, 13, 21, 22, 32, 34, 39]","['González', 'Güémez', 'Guerrero', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
0,49,10.490406215780789,122.698237,8,"[11, 21, 22, 23, 32, 34, 39, 40]","['González', 'Matamoros', 'Méndez', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
0,48,10.623338635054765,106.008269,8,"[11, 13, 21, 22, 32, 34, 39, 40]","['González', 'Guerrero', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
20,32,10.834671761639553,106.008269,8,"[11, 13, 21, 31, 32, 34, 39, 40]","['González', 'Guerrero', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
6,52,10.887240210360888,122.698237,8,"[11, 18, 21, 22, 23, 32, 34, 39]","['González', 'Llera', 'Matamoros', 'Méndez', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
6,46,11.020172629634862,120.713771,8,"[11, 13, 18, 21, 22, 32, 34, 39]","['González', 'Guerrero', 'Llera', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
15,41,11.042379999408588,116.83644,8,"[11, 21, 22, 26, 32, 34, 39, 40]","['González', 'Matamoros', 'Méndez', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
15,31,11.04673072200951,106.008269,8,"[11, 21, 26, 31, 32, 34, 39, 40]","['González', 'Matamoros', 'Nuevo Laredo', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
25,55,11.439213993988684,120.713771,8,"[11, 18, 21, 22, 26, 32, 34, 39]","['González', 'Llera', 'Matamoros', 'Méndez', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
10,20,12.310365025663918,106.008269,8,"[4, 11, 13, 18, 21, 32, 34, 39]","['Burgos', 'González', 'Guerrero', 'Llera', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
6,39,12.651041585218989,120.39235,8,"[11, 13, 17, 18, 21, 32, 34, 39]","['González', 'Guerrero', 'Jiménez', 'Llera', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
6,69,12.703902740016915,106.008269,8,"[11, 13, 18, 21, 29, 32, 34, 39]","['González', 'Guerrero', 'Llera', 'Matamoros', 'Padilla', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
25,26,12.733874837311458,116.83644,8,"[7, 11, 21, 25, 26, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Miquihuana', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
17,45,12.860283086917724,106.008269,8,"[11, 12, 13, 18, 21, 32, 34, 39]","['González', 'Güémez', 'Guerrero', 'Llera', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
25,14,12.975408637525074,110.47534,8,"[11, 21, 25, 26, 31, 32, 34, 39]","['González', 'Matamoros', 'Miquihuana', 'Nuevo Laredo', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
0,34,13.20355698462998,103.28924,8,"[6, 11, 21, 26, 32, 34, 39, 40]","['Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
25,90,13.853715193312166,106.008269,8,"[11, 18, 21, 26, 29, 31, 32, 34]","['González', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'Reynosa', 'Río Bravo', 'San Fernando']"
0,88,15.260465403002506,99.762503,8,"[4, 6, 11, 21, 26, 32, 34, 40]","['Burgos', 'Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Victoria']"
10,72,15.617003741579643,101.132136,8,"[4, 6, 11, 18, 21, 26, 32, 34]","['Burgos', 'Camargo', 'González', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
2,81,16.010541455932636,91.820321,8,"[6, 11, 18, 21, 26, 29, 32, 34]","['Camargo', 'González', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando']"
1,79,16.06134212800495,101.65538,8,"[6, 11, 21, 26, 29, 32, 34, 42]","['Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
1,81,16.145532849607278,99.762503,8,"[6, 11, 21, 26, 29, 32, 34, 40]","['Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando', 'Victoria']"
5,26,16.166921802833443,93.902475,8,"[6, 11, 12, 18, 21, 26, 32, 34]","['Camargo', 'González', 'Güémez', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
1,87,16.196821186749965,91.820321,8,"[6, 11, 16, 21, 26, 29, 32, 34]","['Camargo', 'González', 'Jaumave', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando']"
3,70,16.21772247490576,93.902475,8,"[6, 11, 12, 21, 26, 32, 34, 42]","['Camargo', 'González', 'Güémez', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
18,22,16.228720680789145,91.820321,8,"[6, 11, 21, 26, 28, 29, 32, 34]","['Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Ocampo', 'Padilla', 'Río Bravo', 'San Fernando']"
0,54,16.385342896708732,91.820321,8,"[5, 6, 11, 21, 26, 29, 32, 34]","['Bustamante', 'Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'Río Bravo', 'San Fernando']"
11,30,16.653465640702645,97.088288,8,"[6, 11, 18, 21, 26, 32, 34, 35]","['Camargo', 'González', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'San Nicolás']"
11,88,16.78344838490278,95.229076,8,"[1, 6, 18, 21, 26, 32, 34, 35]","['Aldama', 'Camargo', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'San Nicolás']"
29,58,16.814745435815507,99.762503,8,"[6, 11, 19, 21, 26, 32, 34, 40]","['Camargo', 'González', 'Mainero', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Victoria']"
29,56,17.111122921703668,97.088288,8,"[6, 11, 18, 19, 21, 26, 32, 34]","['Camargo', 'González', 'Llera', 'Mainero', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
29,12,20.8581871564537,95.229076,8,"[1, 14, 18, 19, 26, 32, 34, 39]","['Aldama', 'Gustavo Díaz Ordaz', 'Llera', 'Mainero', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
11,89,25.31152961979863,92.781591,8,"[4, 6, 7, 11, 18, 21, 26, 32]","['Burgos', 'Camargo', 'Casas', 'González', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Río Bravo']"
14,55,25.517466985741283,92.781591,8,"[4, 7, 11, 14, 18, 21, 26, 34]","['Burgos', 'Casas', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Fernando']"
9,89,25.767184802117534,92.781591,8,"[4, 7, 11, 14, 21, 26, 34, 38]","['Burgos', 'Casas', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Fernando', 'Tula']"
3,80,25.80523532089173,92.781591,8,"[4, 6, 7, 11, 16, 26, 32, 34]","['Burgos', 'Camargo', 'Casas', 'González', 'Jaumave', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
23,72,25.995250473270623,92.781591,8,"[4, 7, 11, 21, 23, 25, 26, 32]","['Burgos', 'Casas', 'González', 'Matamoros', 'Mier', 'Miquihuana', 'Nuevo Laredo', 'Río Bravo']"
7,39,26.26051332096348,92.781591,8,"[2, 4, 6, 7, 18, 26, 32, 34]","['Altamira', 'Burgos', 'Camargo', 'Casas', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
15,73,26.508891438975663,89.54682,8,"[7, 11, 14, 18, 21, 26, 33, 34]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Carlos', 'San Fernando']"
7,51,26.608385486191217,89.54682,8,"[6, 7, 11, 18, 26, 32, 33, 34]","['Camargo', 'Casas', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Carlos', 'San Fernando']"
5,66,26.655824053854097,89.54682,8,"[7, 11, 14, 18, 21, 26, 34, 35]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Fernando', 'San Nicolás']"
18,55,26.69000331102749,91.627469,8,"[7, 11, 14, 21, 26, 28, 33, 34]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Ocampo', 'San Carlos', 'San Fernando']"
11,50,26.75531810106965,89.54682,8,"[6, 7, 11, 18, 26, 32, 34, 35]","['Camargo', 'Casas', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'San Nicolás']"
24,76,26.761587898259773,89.550148,8,"[1, 6, 7, 18, 26, 32, 33, 34]","['Aldama', 'Camargo', 'Casas', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Carlos', 'San Fernando']"
18,21,26.769283585473765,89.54682,8,"[7, 11, 14, 21, 26, 30, 33, 34]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Palmillas', 'San Carlos', 'San Fernando']"
28,83,26.78949735824304,91.627469,8,"[6, 7, 11, 26, 28, 32, 33, 34]","['Camargo', 'Casas', 'González', 'Nuevo Laredo', 'Ocampo', 'Río Bravo', 'San Carlos', 'San Fernando']"
28,81,26.796659774126102,89.54682,8,"[6, 7, 11, 16, 26, 32, 33, 34]","['Camargo', 'Casas', 'González', 'Jaumave', 'Nuevo Laredo', 'Río Bravo', 'San Carlos', 'San Fernando']"
9,73,26.905541870230344,89.54682,8,"[7, 11, 14, 21, 26, 34, 35, 38]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Fernando', 'San Nicolás', 'Tula']"
2,86,27.00271539277308,89.54682,8,"[6, 7, 11, 18, 26, 32, 34, 41]","['Camargo', 'Casas', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Villagrán']"
0,76,27.023597335640005,89.54682,8,"[5, 6, 7, 11, 26, 32, 34, 35]","['Bustamante', 'Camargo', 'Casas', 'González', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'San Nicolás']"
1,83,27.027078128096058,89.54682,8,"[7, 11, 14, 18, 19, 21, 26, 34]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Mainero', 'Matamoros', 'Nuevo Laredo', 'San Fernando']"
8,86,27.03447614760744,89.54682,8,"[7, 11, 18, 23, 26, 32, 33, 34]","['Casas', 'González', 'Llera', 'Mier', 'Nuevo Laredo', 'Río Bravo', 'San Carlos', 'San Fernando']"
4,83,27.085548870613835,89.54682,8,"[6, 11, 18, 26, 32, 34, 35, 36]","['Camargo', 'González', 'Llera', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'San Nicolás', 'Soto la Marina']"
10,58,27.12657217531161,89.54682,8,"[6, 7, 11, 18, 19, 26, 32, 34]","['Camargo', 'Casas', 'González', 'Llera', 'Mainero', 'Nuevo Laredo', 'Río Bravo', 'San Fernando']"
