seed,solucion,f1_promedio_ponderado_km,f2_distancia_maxima_km,f3_numero_centros,indices_centros,centros
1,9,29.569392829720854,122.698237,5,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
1,10,13.486776481323737,197.327862,6,"[11, 21, 31, 32, 34, 39]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,11,20.487328985594157,218.757001,4,"[11, 21, 32, 34]","['González', 'Matamoros', 'Río Bravo', 'San Fernando']"
1,12,7.695430331374136,106.008269,9,"[11, 13, 21, 22, 31, 32, 34, 39, 40]","['González', 'Guerrero', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
1,13,17.49530944265213,122.698237,6,"[11, 21, 23, 32, 34, 40]","['González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
1,14,17.628241861926107,106.008269,6,"[11, 13, 21, 32, 34, 40]","['González', 'Guerrero', 'Matamoros', 'Río Bravo', 'San Fernando', 'Victoria']"
1,15,31.4838538804033,166.394431,4,"[11, 14, 21, 34]","['González', 'Gustavo Díaz Ordaz', 'Matamoros', 'San Fernando']"
1,16,21.42255192661401,197.327862,4,"[11, 21, 31, 34]","['González', 'Matamoros', 'Reynosa', 'San Fernando']"
1,17,10.623338635054765,106.008269,8,"[11, 13, 21, 22, 32, 34, 39, 40]","['González', 'Guerrero', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
1,18,29.04380812108907,103.28924,6,"[11, 14, 21, 26, 34, 40]","['González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'San Fernando', 'Victoria']"
1,19,70.87439659669022,159.121441,3,"[6, 11, 34]","['Camargo', 'González', 'San Fernando']"
1,20,9.639804742129789,218.757001,7,"[7, 11, 21, 22, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,21,49.67153925110127,100.360123,6,"[11, 14, 26, 29, 39, 40]","['González', 'Gustavo Díaz Ordaz', 'Nuevo Laredo', 'Padilla', 'Valle Hermoso', 'Victoria']"
1,22,12.780371240715173,218.757001,6,"[7, 11, 21, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,23,13.629647646046207,122.698237,7,"[11, 21, 23, 32, 34, 39, 40]","['González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
1,24,9.64548053305068,197.327862,7,"[7, 11, 21, 31, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,25,12.045891782517742,129.804564,7,"[7, 11, 21, 24, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Miguel Alemán', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,26,13.0821650572063,125.23272,7,"[11, 12, 21, 23, 32, 34, 39]","['González', 'Güémez', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,27,31.583347927618853,159.121441,4,"[6, 11, 32, 34]","['Camargo', 'González', 'Río Bravo', 'San Fernando']"
1,28,7.101902079928514,125.23272,9,"[11, 12, 21, 22, 23, 31, 32, 34, 39]","['González', 'Güémez', 'Matamoros', 'Méndez', 'Mier', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,29,6.504914034465295,197.327862,8,"[7, 11, 21, 22, 31, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,30,27.985636966192395,129.804564,5,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
1,31,29.02191024088095,125.23272,5,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
1,32,28.120122189460446,99.762503,7,"[11, 14, 21, 26, 29, 34, 40]","['González', 'Gustavo Díaz Ordaz', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando', 'Victoria']"
1,33,19.509264540550127,159.121441,5,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
1,34,10.490406215780789,122.698237,8,"[11, 21, 22, 23, 32, 34, 39, 40]","['González', 'Matamoros', 'Méndez', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
1,35,54.28411638334645,125.23272,4,"[11, 12, 23, 39]","['González', 'Güémez', 'Mier', 'Valle Hermoso']"
1,36,5.080113864379508,197.327862,9,"[7, 8, 11, 21, 22, 31, 32, 34, 39]","['Casas', 'Ciudad Madero', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,37,15.911553579123666,129.804564,6,"[7, 11, 21, 24, 32, 34]","['Casas', 'González', 'Matamoros', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
1,38,7.562497912100159,122.698237,9,"[11, 21, 22, 23, 31, 32, 34, 39, 40]","['González', 'Matamoros', 'Méndez', 'Mier', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
1,39,11.802306795671146,146.150389,7,"[6, 7, 11, 21, 32, 34, 39]","['Camargo', 'Casas', 'González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,40,15.643602743944205,159.121441,6,"[6, 11, 21, 32, 34, 39]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,41,12.228397457087373,128.460678,7,"[7, 11, 21, 23, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,42,8.905325283932356,129.804564,8,"[7, 11, 21, 22, 24, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Miguel Alemán', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
1,43,28.168142640762028,128.460678,5,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
