p,seed,fitness_km,indices_centros,centros
10,20,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,21,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,22,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,23,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,24,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,25,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,26,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,27,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,28,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
10,29,3.721808806322683,"[2, 7, 11, 21, 22, 31, 32, 34, 36, 39]","['Altamira', 'Casas', 'González', 'Matamoros', 'Méndez', 'Reynosa', 'Río Bravo', 'San Fernando', 'Soto la Marina', 'Valle Hermoso']"
