p,seed,solucion,f1_promedio_ponderado_km,f2_distancia_maxima_km,indices_centros,centros
5,16,1,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,16,2,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,16,3,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,16,4,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,16,5,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,16,6,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,16,7,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,16,8,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,16,9,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,16,10,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,17,1,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,17,2,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,17,3,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,17,4,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,17,5,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,17,6,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,17,7,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,17,8,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,17,9,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,17,10,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,18,1,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,18,2,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,18,3,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,18,4,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,18,5,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,18,6,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,18,7,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,18,8,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,18,9,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,18,10,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,19,1,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,19,2,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,19,3,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,19,4,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,19,5,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,19,6,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,19,7,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,19,8,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,19,9,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,19,10,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,20,1,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,20,2,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,20,3,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,20,4,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,20,5,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,20,6,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,20,7,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,20,8,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,20,9,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,20,10,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,21,1,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,21,2,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,21,3,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,21,4,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,21,5,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,21,6,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,21,7,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,21,8,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,21,9,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,21,10,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,22,1,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,22,2,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,22,3,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,22,4,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,22,5,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,22,6,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,22,7,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,22,8,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,22,9,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,22,10,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,23,1,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,23,2,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,23,3,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,23,4,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,23,5,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,23,6,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,23,7,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,23,8,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,23,9,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,23,10,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,24,1,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,24,2,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,24,3,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,24,4,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,24,5,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,24,6,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,24,7,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,24,8,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,24,9,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,24,10,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,25,1,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,25,2,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,25,3,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,25,4,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,25,5,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,25,6,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,25,7,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,25,8,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,25,9,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,25,10,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,26,1,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,26,2,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,26,3,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,26,4,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,26,5,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,26,6,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,26,7,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,26,8,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,26,9,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,26,10,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,27,1,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,27,2,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,27,3,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,27,4,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,27,5,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,27,6,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,27,7,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,27,8,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,27,9,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,27,10,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,28,1,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,28,2,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,28,3,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,28,4,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,28,5,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,28,6,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
5,28,7,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,28,8,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,28,9,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,28,10,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,29,1,27.742051979345796,146.150389,"[6, 7, 11, 32, 34]","['Camargo', 'Casas', 'González', 'Río Bravo', 'San Fernando']"
5,29,2,29.702325248994832,106.008269,"[11, 13, 32, 34, 40]","['González', 'Guerrero', 'Río Bravo', 'San Fernando', 'Victoria']"
5,29,3,19.509264540550127,159.121441,"[6, 11, 21, 32, 34]","['Camargo', 'González', 'Matamoros', 'Río Bravo', 'San Fernando']"
5,29,4,16.62166718898823,218.757001,"[11, 21, 32, 34, 39]","['González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
5,29,5,17.352438277929657,197.327862,"[11, 21, 31, 32, 34]","['González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando']"
5,29,6,29.569392829720854,122.698237,"[11, 23, 32, 34, 40]","['González', 'Mier', 'Río Bravo', 'San Fernando', 'Victoria']"
5,29,7,29.02191024088095,125.23272,"[11, 12, 23, 32, 34]","['González', 'Güémez', 'Mier', 'Río Bravo', 'San Fernando']"
5,29,8,27.985636966192395,129.804564,"[7, 11, 24, 32, 34]","['Casas', 'González', 'Miguel Alemán', 'Río Bravo', 'San Fernando']"
5,29,9,28.168142640762028,128.460678,"[7, 11, 23, 32, 34]","['Casas', 'González', 'Mier', 'Río Bravo', 'San Fernando']"
5,29,10,22.884285306543312,150.277393,"[6, 21, 32, 34, 42]","['Camargo', 'Matamoros', 'Río Bravo', 'San Fernando', 'Xicoténcatl']"
7,0,1,13.0821650572063,125.23272,"[11, 12, 21, 23, 32, 34, 39]","['González', 'Güémez', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,0,2,9.639804742129789,218.757001,"[7, 11, 21, 22, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,0,3,13.762580065320183,106.008269,"[11, 13, 21, 32, 34, 39, 40]","['González', 'Guerrero', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
7,0,4,17.069218781235904,103.28924,"[6, 11, 21, 26, 32, 34, 40]","['Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Victoria']"
7,0,5,9.64548053305068,197.327862,"[7, 11, 21, 31, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,0,6,12.228397457087373,128.460678,"[7, 11, 21, 23, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,0,7,13.629647646046207,122.698237,"[11, 21, 23, 32, 34, 39, 40]","['González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
7,0,8,11.802306795671146,146.150389,"[6, 7, 11, 21, 32, 34, 39]","['Camargo', 'Casas', 'González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,0,9,12.045891782517742,129.804564,"[7, 11, 21, 24, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Miguel Alemán', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,0,10,27.043796983190045,99.762503,"[4, 6, 11, 21, 26, 32, 40]","['Burgos', 'Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'Victoria']"
7,0,11,27.985130795785803,91.820321,"[11, 14, 18, 21, 26, 29, 34]","['González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando']"
7,0,12,39.24114968378519,89.54682,"[7, 11, 14, 18, 21, 26, 35]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Nicolás']"
7,1,1,13.629647646046207,122.698237,"[11, 21, 23, 32, 34, 39, 40]","['González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
7,1,2,13.762580065320183,106.008269,"[11, 13, 21, 32, 34, 39, 40]","['González', 'Guerrero', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
7,1,3,13.0821650572063,125.23272,"[11, 12, 21, 23, 32, 34, 39]","['González', 'Güémez', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,1,4,12.228397457087373,128.460678,"[7, 11, 21, 23, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,1,5,11.802306795671146,146.150389,"[6, 7, 11, 21, 32, 34, 39]","['Camargo', 'Casas', 'González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,1,6,9.64548053305068,197.327862,"[7, 11, 21, 31, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,1,7,12.045891782517742,129.804564,"[7, 11, 21, 24, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Miguel Alemán', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,1,8,9.639804742129789,218.757001,"[7, 11, 21, 22, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,1,9,17.069218781235904,103.28924,"[6, 11, 21, 26, 32, 34, 40]","['Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Victoria']"
7,1,10,27.043796983190045,99.762503,"[4, 6, 11, 21, 26, 32, 40]","['Burgos', 'Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'Victoria']"
7,1,11,27.985130795785803,91.820321,"[11, 14, 18, 21, 26, 29, 34]","['González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando']"
7,1,12,39.24114968378519,89.54682,"[7, 11, 14, 18, 21, 26, 35]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Nicolás']"
7,2,1,9.64548053305068,197.327862,"[7, 11, 21, 31, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Reynosa', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,2,2,11.802306795671146,146.150389,"[6, 7, 11, 21, 32, 34, 39]","['Camargo', 'Casas', 'González', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,2,3,13.762580065320183,106.008269,"[11, 13, 21, 32, 34, 39, 40]","['González', 'Guerrero', 'Matamoros', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
7,2,4,9.639804742129789,218.757001,"[7, 11, 21, 22, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Méndez', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,2,5,17.069218781235904,103.28924,"[6, 11, 21, 26, 32, 34, 40]","['Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'San Fernando', 'Victoria']"
7,2,6,12.228397457087373,128.460678,"[7, 11, 21, 23, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,2,7,13.629647646046207,122.698237,"[11, 21, 23, 32, 34, 39, 40]","['González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
7,2,8,12.045891782517742,129.804564,"[7, 11, 21, 24, 32, 34, 39]","['Casas', 'González', 'Matamoros', 'Miguel Alemán', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,2,9,13.0821650572063,125.23272,"[11, 12, 21, 23, 32, 34, 39]","['González', 'Güémez', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso']"
7,2,10,39.24114968378519,89.54682,"[7, 11, 14, 18, 21, 26, 35]","['Casas', 'González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'San Nicolás']"
7,2,11,27.985130795785803,91.820321,"[11, 14, 18, 21, 26, 29, 34]","['González', 'Gustavo Díaz Ordaz', 'Llera', 'Matamoros', 'Nuevo Laredo', 'Padilla', 'San Fernando']"
7,2,12,27.043796983190045,99.762503,"[4, 6, 11, 21, 26, 32, 40]","['Burgos', 'Camargo', 'González', 'Matamoros', 'Nuevo Laredo', 'Río Bravo', 'Victoria']"
7,3,1,13.629647646046207,122.698237,"[11, 21, 23, 32, 34, 39, 40]","['González', 'Matamoros', 'Mier', 'Río Bravo', 'San Fernando', 'Valle Hermoso', 'Victoria']"
